Principal;UsedTerm;Url;Title;Abstract;DataPublicacao
00482840000138;00482840000138+tcu+conluio;https://www.jusbrasil.com.br/diarios/120420762/dou-secao-3-13-07-2016-pg-114?ref=serp;DOU 13/07/2016 - Pág. 114 - Seção 3 - Diário Oficial da União;o desejar, a respeito do fato de na condição de licitante ter participado da ocorrência de fraude, conluio...É possível requerer vista eletrônica dos autos, por meio do Portal TCU (www.tcu.gov.br > aba cidadão,...Contratante: DEFENSORIA PÚBLICA DA UNIÃO -CNPJ Contratado: 00482840000138.;
00482840000138;00482840000138+tcu+conluio;https://www.jusbrasil.com.br/diarios/126847604/dou-secao-3-29-09-2016-pg-127?ref=serp;DOU 29/09/2016 - Pág. 127 - Seção 3 - Diário Oficial da União;CNPJ: 00.482.840/0001-38. da data desta publicação (art. 250, inciso V c/c art. 237, parágrafo único do Regimento Interno do TCU...), se pronuncie quanto as ocorrências descritas a seguir, que versam sobre sua participação em conluio...;
00482840000138;00482840000138+tcu+conluio;https://tcu.jusbrasil.com.br/jurisprudencia/315863766/3590320112/inteiro-teor-315863824?ref=serp;TCU - Inteiro Teor. : 3590320112;Decisão: ., CNPJ n. 00.482.840/0001-38; Simac Manutenção e Serviço Ltda., CNPJ n. 09.132.935/0001-04; Artlimp...Sequencialmente, as duas declinam, fazendo da Yendis a vencedora, em aparente conluio entre as empresas...Serviços Especializados Ltda., CNPJ 12.066.450/0001-66, Liderança Limpeza e Conservação Ltda., CNPJ 00.482.840/0001-38...;22/05/2013
08658622000113;08658622000113+tcu+lavagem;https://www.jusbrasil.com.br/diarios/26573383/pg-13-secao-3-diario-oficial-da-uniao-dou-de-09-05-2011?ref=serp;DOU 09/05/2011 - Pág. 13 - Seção 3 - Diário Oficial da União;termina o art. 8º da lei nº 8.443 , de 16 de julho de 1992, nos termos do art. 3º da Instrução Normativa/TCU...VITALLI, CNPJ: 08.658.622/0001-13, Itens nº 12, 13, 14, 70, 77, 82, 86, 89, 90, 91, 92, 93, 102, 104,...Justificativa: Dar continuidade a obra de construção do hangar de Lavagem da BASV.;
12349852000178;12349852000178+tcu+ilicito;https://www.jusbrasil.com.br/diarios/186870506/dou-secao-3-19-04-2018-pg-74?ref=serp;DOU 19/04/2018 - Pág. 74 - Seção 3 - Diário Oficial da União;nomeado (s), no interesse de outras instituições federais de ensino, em acordo com a Decisão nº 4623/2015 TCU...resolve aplicar à empresa Conceitual Comércio de Equipamentos Para Laboratórios Ltda, inscrita no CNPJ nº 12.349.852/0001-78...não receber proventos de aposentadoria ou exercer cargo/emprego público que caracterizem acumulação ilícita...;
12349852000178;12349852000178+tcu+lavagem;https://www.jusbrasil.com.br/diarios/39277429/dou-secao-3-06-08-2012-pg-121?ref=serp;DOU 06/08/2012 - Pág. 121 - Seção 3 - Diário Oficial da União;Objeto: Prorrogação por mais 12 meses do contrato de prestação de serviço de lavagem e lubrificação dos...03.606.047/0001-91 - Item 2 - Valor R$ 2.330,00; CONCEITUAL -COMÉRCIO DE EQUIPAMENTOS PARALABORATÓRIOS; CNPJ 12.349.852/0001-78...de 15 de janeiro de 1997, consubstanciado pelo art. 3.º, § 1.º e art. 5.º da Instrução Normativa - TCU...;
12349852000178;12349852000178+tcu+lavagem;https://www.jusbrasil.com.br/diarios/112350414/dou-secao-3-04-04-2016-pg-65?ref=serp;DOU 04/04/2016 - Pág. 65 - Seção 3 - Diário Oficial da União;Objeto: Prestação de serviços de lavagem de enxoval hospitalar do Complexo Hospital de Clínicas da UFPR...aplicar-lhes penalidades previstas no art. 7º da Lei 10.520 /02, em observância ao Acórdão 754/2015 - TCU...ELETRÔNICO 150/2015; CONCEITUAL - COMÉRCIO DE EQUIPAMENTOS PARA LABORATÓRIOS LTDA - ME (CNPJ/MF - Nº 12.349.852/0001-78...;
11098524000183;11098524000183+tcu+lavagem;https://www.jusbrasil.com.br/diarios/39277429/dou-secao-3-06-08-2012-pg-121?ref=serp;DOU 06/08/2012 - Pág. 121 - Seção 3 - Diário Oficial da União;Objeto: Prorrogação por mais 12 meses do contrato de prestação de serviço de lavagem e lubrificação dos...00.935.689/0002-27 -Item 4 - Valor R$ 3.510,00; TEKLABOR COMERCIO DE INSTRUMANENTAÇÃO ANALÍTICA LTDA; CNPJ 11098.524/0001-83...de 15 de janeiro de 1997, consubstanciado pelo art. 3.º, § 1.º e art. 5.º da Instrução Normativa - TCU...;
15724019000158;15724019000158+tcu+crime;https://www.jusbrasil.com.br/diarios/183033716/dou-secao-3-22-03-2018-pg-136?ref=serp;DOU 22/03/2018 - Pág. 136 - Seção 3 - Diário Oficial da União;CONQUISTAS -AVANÇAR + de juntar, dentre as certidões obtidas perante o Tribunal de Contas da União - TCU...RENOVAR PARA AVANÇAR, de juntar, dentre as certidões obtidas perante a Justiça Eleitoral, a Certidão de Crimes...Item 9 - R$ 2.100,00 e Item 12 - R$ 287,80. 2 ) QUALITY ATACADO EIRELI - EPP - CNPJ 15.724.019/0001-58...;
15724019000158;15724019000158+tcu+crime;https://www.jusbrasil.com.br/diarios/125528446/dou-edicao-extra-secao-3-15-09-2016-pg-122?ref=serp;DOU 15/09/2016 - Pág. 122 - Edição extra - Seção 3 - Diário Oficial da União;91.2016.6.25.8000, art. 25 , II , c/c 13 , VI da Lei 8.666 /93 e Decisao 439/1998 TCU - Plenario....mil, quatrocentos e noventa e nove reais e cinquenta centavos) e 5) QUALITY ATACADO LTDA - ME (CNPJ: 15.724.019/0001-58...razão de 1/30 (um trinta avos) do salário mínimo vigente ao tempo dos fatos, em razão da prática do crime...;
16403724000116;16403724000116+tcu+fraude;https://www.jusbrasil.com.br/diarios/74887884/dou-secao-3-14-08-2014-pg-28?ref=serp;DOU 14/08/2014 - Pág. 28 - Seção 3 - Diário Oficial da União;Justificativa: Notória especialização (Decisão TCU 439/1998 Plenário) Declaração de Inexigibilidade em...Objeto: Participação nos cursos de Auditoria de Fraudes e Gestão de Riscos e AUDI 1 Nível Básico para...EPP / 36 e 37; 10.986.234/0001-03 / TOTAL DISTRIBUIDORA E ATACADISTA LTDA. - EPP / 41, 42, 46 e 47; 16.403.724/0001-16...;
16403724000116;16403724000116+tcu+lavagem;https://www.jusbrasil.com.br/diarios/56022625/dou-secao-3-27-06-2013-pg-24?ref=serp;DOU 27/06/2013 - Pág. 24 - Seção 3 - Diário Oficial da União;CONFORME ACORDÃO 1933/2009 PLENÁRIO TCU, na cidade de Garanhuns-PE. 10 REGIÃO MILITAR RESULTADO DE JULGAMENTO...Objeto: Obra de Construção do Posto de Lavagem de VBC, no 20º RCB, em Campo Grande - MS. BLUE PARTS LICITAÇÕES LTDA - ME, CNPJ.: 16.403.724/0001-16: item 29 e 56. Total: R$ 509,00.;
16403724000116;16403724000116+tcu+conluio;https://www.jusbrasil.com.br/diarios/113210519/dou-secao-3-14-04-2016-pg-124?ref=serp;DOU 14/04/2016 - Pág. 124 - Seção 3 - Diário Oficial da União;de defesa prévia, sem manifestação das empresas, licitantes, BLUE PARTS LICITAÇÕES LTDA-EPP (CNPJ: 16.403.724/0001-16...(www.tcu.gov.br> aba cidadão> serviços e consultas> Emissão de GRU). fraudulentos na utilização dos recursos federais, por meio de licitação montada, simulada ou mediante conluio...;
10636507000190;10636507000190+tcu+lavagem;https://www.jusbrasil.com.br/diarios/56022625/dou-secao-3-27-06-2013-pg-24?ref=serp;DOU 27/06/2013 - Pág. 24 - Seção 3 - Diário Oficial da União;CONFORME ACORDÃO 1933/2009 PLENÁRIO TCU, na cidade de Garanhuns-PE. 10 REGIÃO MILITAR RESULTADO DE JULGAMENTO...Objeto: Obra de Construção do Posto de Lavagem de VBC, no 20º RCB, em Campo Grande - MS. PONTO COM - SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA - ME, CNPJ.: 10.636.507/0001-90: item 30....;
06957510000138;06957510000138+tcu+lavagem;https://www.jusbrasil.com.br/diarios/32259036/dou-secao-3-14-11-2011-pg-92?ref=serp;DOU 14/11/2011 - Pág. 92 - Seção 3 - Diário Oficial da União;Objeto: Contratação de empresa para prestação de serviços de lavagem geral, polimento, pulverização e...CNPJ Contratado: 06957510000138. Contratado: CRIARTE INDUSTRIA E COMERCIO DE ESQUADRIAS LTDA....cabíveis, conforme determinação da Coordenadoria-Geral da União - CGU/PR e Tribunal de Contas da União - TCU...;
67718783000114;67718783000114+tcu+fraude;https://www.jusbrasil.com.br/diarios/74887884/dou-secao-3-14-08-2014-pg-28?ref=serp;DOU 14/08/2014 - Pág. 28 - Seção 3 - Diário Oficial da União;CNPJ Contratado: 67718783000114. Justificativa: Notória especialização (Decisão TCU 439/1998 Plenário) Declaração de Inexigibilidade em...Objeto: Participação nos cursos de Auditoria de Fraudes e Gestão de Riscos e AUDI 1 Nível Básico para...;
10942831000136;10942831000136+tcu+fraude;https://www.jusbrasil.com.br/diarios/23999195/pg-194-secao-3-diario-oficial-da-uniao-dou-de-24-12-2010?ref=serp;DOU 24/12/2010 - Pág. 194 - Seção 3 - Diário Oficial da União;Contratada: EDSON CAMILO COMERCIAL - ME; CNPJ: 10.942.831/0001-36. Regimento Interno, do expediente apresentado como Agravo pelo recorrente contra o Acórdão nº 152/2010-TCU...2007 e da Concorrência nº 61 /2007, a cargo do Município de Dourados/MS, ensejando a configuração de fraude...;
10942831000136;10942831000136+tcu+lavagem;https://www.jusbrasil.com.br/diarios/23999195/pg-194-secao-3-diario-oficial-da-uniao-dou-de-24-12-2010?ref=serp;DOU 24/12/2010 - Pág. 194 - Seção 3 - Diário Oficial da União;Objeto: Prorrogação do prazo de vigência do contrato de prestação de serviço de lavagem de veículos oficiais...Contratada: EDSON CAMILO COMERCIAL - ME; CNPJ: 10.942.831/0001-36. Regimento Interno, do expediente apresentado como Agravo pelo recorrente contra o Acórdão nº 152/2010-TCU...;
10942831000136;10942831000136+tcu+conluio;https://www.jusbrasil.com.br/diarios/23999195/pg-194-secao-3-diario-oficial-da-uniao-dou-de-24-12-2010?ref=serp;DOU 24/12/2010 - Pág. 194 - Seção 3 - Diário Oficial da União;Contratada: EDSON CAMILO COMERCIAL - ME; CNPJ: 10.942.831/0001-36. Regimento Interno, do expediente apresentado como Agravo pelo recorrente contra o Acórdão nº 152/2010-TCU...) dias, contados da data da publicação deste, apresentar razões de justificativa sobre a prática de conluio...;
92823764000103;92823764000103+tcu+conluio;https://www.jusbrasil.com.br/diarios/256842480/dosp-executivo-caderno-1-16-08-2019-pg-205?ref=serp;DOSP 16/08/2019 - Pág. 205 - Executivo - Caderno 1 - Diário Oficial do Estado de São Paulo;CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO Contratado: DIRCEU LONGO & CIA LTDA CNPJ: 92.823.764/0001-03...De acordo com o entendimento do Tribunal de Contas da União – TCU, Acórdão 297/2009 – Plenário – “......Demais casos não há amparo legal na lei, mas já nas demais situações, segundo o TCU, deve despertar a...;
10278886000193;10278886000193+tcu+ilicito;https://www.jusbrasil.com.br/diarios/41158327/dou-secao-3-04-10-2012-pg-116?ref=serp;DOU 04/10/2012 - Pág. 116 - Seção 3 - Diário Oficial da União;realização do policiamento ostensivo, de proximidade, nas regiões de consumo de crack e outras drogas ilícitas...O Pregoeiro declara vencedoras do certame as empresas Damaso Comércio e Serviços Ltda - ME, CNPJ nº 10.278.886/0001-93...Inciso II c/c o Art. 13 , Inciso VI , ambos da Lei nº 8.666 de 21/06/1993, e Decisão nº 439/98-Plenário-TCU...;
10278886000193;10278886000193+tcu+lavagem;https://www.jusbrasil.com.br/diarios/56022625/dou-secao-3-27-06-2013-pg-24?ref=serp;DOU 27/06/2013 - Pág. 24 - Seção 3 - Diário Oficial da União;CONFORME ACORDÃO 1933/2009 PLENÁRIO TCU, na cidade de Garanhuns-PE. 10 REGIÃO MILITAR RESULTADO DE JULGAMENTO...Objeto: Obra de Construção do Posto de Lavagem de VBC, no 20º RCB, em Campo Grande - MS. DAMASO COMÉRCIO E SERVIÇOS LTDA - ME, CNPJ.: 10.278.886/0001-93: item 2. Total: R$ 936,00.;
01151850000153;01151850000153+tcu+fraude;https://tcu.jusbrasil.com.br/jurisprudencia/313536119/1523920128/inteiro-teor-313536193?ref=serp;TCU - Inteiro Teor. : 1523920128;Decisão: ), a palavra fraude possui os seguintes significados: Fraude 1. Semanticamente, tem-se o seguinte significado de fraude (Dicionário Aurélio; https://contas.tcu.gov.br...(Ludwig), CNPJ 01.151.850/0001-53; c) itens 95 e 115 (peça 445, p. 18 e 21, respectivamente): Tedia....;08/04/2015
01151850000153;01151850000153+tcu+ilicito;https://tcu.jusbrasil.com.br/jurisprudencia/313536119/1523920128/inteiro-teor-313536193?ref=serp;TCU - Inteiro Teor. : 1523920128;Decisão: A omissão de punição ao ilícito é tão antijurídica quanto a prática do próprio ilícito....Argumento 2 – Não teria havido ilícito 815. (Ludwig), CNPJ 01.151.850/0001-53; c) itens 95 e 115 (peça 445, p. 18 e 21, respectivamente): Tedia....;08/04/2015
01151850000153;01151850000153+tcu+conluio;https://tcu.jusbrasil.com.br/jurisprudencia/313536119/1523920128/inteiro-teor-313536193?ref=serp;TCU - Inteiro Teor. : 1523920128;Decisão: As situações que configuram esses achados constituem-se em alto risco de fraudes e conluios, os quais...; e) notícias recentes veiculadas na mídia denunciando supostos esquemas de corrupção e de conluio entre...(Ludwig), CNPJ 01.151.850/0001-53; c) itens 95 e 115 (peça 445, p. 18 e 21, respectivamente): Tedia....;08/04/2015
01151850000153;01151850000153+tcu+crime;https://tcu.jusbrasil.com.br/jurisprudencia/313536119/1523920128/inteiro-teor-313536193?ref=serp;TCU - Inteiro Teor. : 1523920128;Decisão: : Seção III Dos Crimes e das Penas Art. 90. ou de crimes já tipificados (peça 34, idem). 4.8.3. (Ludwig), CNPJ 01.151.850/0001-53; c) itens 95 e 115 (peça 445, p. 18 e 21, respectivamente): Tedia....;08/04/2015
07245458000150;07245458000150+tcu+lavagem;https://www.jusbrasil.com.br/diarios/56022625/dou-secao-3-27-06-2013-pg-24?ref=serp;DOU 27/06/2013 - Pág. 24 - Seção 3 - Diário Oficial da União;CONFORME ACORDÃO 1933/2009 PLENÁRIO TCU, na cidade de Garanhuns-PE. 10 REGIÃO MILITAR RESULTADO DE JULGAMENTO...Objeto: Obra de Construção do Posto de Lavagem de VBC, no 20º RCB, em Campo Grande - MS. DAGEAL -COMÉRCIO DE MATERIAL DE ESCRITÓRIO LTDA - ME, CNPJ.: 07.245.458/0001-50: itens 53 e 62....;
20483193000196;20483193000196+tcu+ilicito;https://www.jusbrasil.com.br/diarios/262291984/djba-caderno1-18-09-2019-pg-30?ref=serp;DJBA 18/09/2019 - Pág. 30 - Caderno 1 - Administrativo - Diário de Justiça do Estado da Bahia;Administrativo Sancionatório, sob o nº 2019/34324 em desfavor da empresa, BRASIDAS EIRELI, CNPJ nº 20.483.193/0001-96...TRANSFERÊNCIA DE USO DE BEM PÚBLICO Nº 46/19-TCU Partes: O ESTADO DA BAHIA, por intermédio do TRIBUNAL...CESSÃO DE USO DE BENS PÚBLICOS Nº 49/19-TCU Partes: O ESTADO DA BAHIA, por intermédio do TRIBUNAL DE...;
08573956000194;08573956000194+tcu+ilicito;https://trt-21.jusbrasil.com.br/jurisprudencia/670812854/rtord-3398920185210010/inteiro-teor-670812882?ref=serp;TRT-21 - Inteiro Teor. : RTOrd 3398920185210010;Decisão: DE SOUZA, GEORGE ARTHUR FERNANDES SILVEIRA REU: VR CONSULTORIA & SERVICOS GERAIS EIRELI - EPP, CNPJ: 08.573.956/0001-94...apurado, sob pena de violar a efetividade e a eficácia do título judicial e favorecer o enriquecimento ilícito...proporcionalidade, da necessária eficácia e efetividade do título judicial e da vedação ao enriquecimento ilícito...;01/02/2019
08573956000194;08573956000194+tcu+ilicito;https://trt-21.jusbrasil.com.br/jurisprudencia/643656934/rtord-3148820185210006/inteiro-teor-643659015?ref=serp;TRT-21 - Inteiro Teor. : RTOrd 3148820185210006;Decisão: MACEDO DE ARAUJO, HILIANE SOARES DE SOUZA REU: VR CONSULTORIA & SERVICOS GERAIS EIRELI - EPP, CNPJ: 08.573.956/0001-94...Foi determinado que a União comprovasse nos autos o depósito dos valores que foram retidos pelo TCU,...A fim de evitar a duplicidade de pagamentos e consequente locupletação ilícita da obreira, deverá ser...;29/10/2018
08691984000106;08691984000106+tcu+fraude;https://www.jusbrasil.com.br/diarios/176489537/dou-secao-1-05-02-2018-pg-98?ref=serp;DOU 05/02/2018 - Pág. 98 - Seção 1 - Diário Oficial da União;Monitoramento de determinações e de recomendações contidas no Acórdão 604/2017, proferido pelo Plenário do TCU...para que considerem os riscos relevantes e assegurem o cumprimento dos resultados esperados, coibindo fraudes...Processo nº 00200.028222/2017-97, aplica à empresa BRA TECNOLOGIA LTDA-ME, inscrita no CNPJ sob o nº 08.691.984/0001-06...;
03655629000168;03655629000168+tcu+fraude;https://tcu.jusbrasil.com.br/jurisprudencia/316453727/1569220060/inteiro-teor-316453835?ref=serp;TCU - Inteiro Teor. : 1569220060;Decisão: Normalmente, esse procedimento decorre de erro operacional ou até mesmo de fraude. /0001-68 902119 2006OB900246 CD-ROM LG 52x 1 58,88 58,88 2909, de 10/01/2006 03.655.629/0001-68 902119...2006OB900246 Mouse Clone OS/2 4 7,87 31,48 2909, de 10/01/2006 03.655.629/0001-68 902119 2006OB900246...;29/11/2011
03655629000168;03655629000168+tcu+ilicito;https://tcu.jusbrasil.com.br/jurisprudencia/316453727/1569220060/inteiro-teor-316453835?ref=serp;TCU - Inteiro Teor. : 1569220060;Decisão: informal de servidores, situação essa que, dada a incompatibilidade de horários, acarreta a acumulação ilícita...Neste desiderato, impõe-se a esta Comissão – por unanimidade – reconhecer o ato ilícito – negligência.../0001-68 902119 2006OB900246 CD-ROM LG 52x 1 58,88 58,88 2909, de 10/01/2006 03.655.629/0001-68 902119...;29/11/2011
